kind,record_id,year,doi,title,cluster_size,uniques_in_cluster
FN,510,2014,10.1007/s00125-014-3355-0,A DPP-4 inhibitor suppresses atherosclerotic lesions in the aorta and coronary arteries with decrease of macrophage infiltration in cholesterolfed rabbits,4,0
